"Series_Reference","Period","Data_Value","Status Code","Type","Group","Description"
"CPIQ.SE901IPCA","2026.03",9.73,"FINAL","Index point contribution annual","Group","Food"
"CPIQ.SE901IPCP","2026.03",3.64,"FINAL","Index point contribution quarterly","Group","Food"
"CPIQ.SE901PCCA","2026.03",24.1,"FINAL","Percentage contribution annual","Group","Food"
"CPIQ.SE901PCCP","2026.03",30.1,"FINAL","Percentage contribution quarterly","Group","Food"
"CPIQ.SE901PPCA","2026.03",0.747,"FINAL","Percentage points contribution annual","Group","Food"
"CPIQ.SE901PPCP","2026.03",0.271,"FINAL","Percentage points contribution quarterly","Group","Food"
"CPIQ.SE902","2026.03",1473,"FINAL","Main CPI","Group","Alcoholic beverages and tobacco"
"CPIQ.SE9021","2026.03",1252,"FINAL","Main CPI","Subgroup","Alcoholic beverages"
"CPIQ.SE902101","2026.03",1261,"FINAL","Main CPI","Class","Beer"
"CPIQ.SE902101IPCA","2026.03",0.27,"FINAL","Index point contribution annual","Class","Beer"
"CPIQ.SE902101IPCP","2026.03",0.14,"FINAL","Index point contribution quarterly","Class","Beer"
"CPIQ.SE902101PCCA","2026.03",0.7,"FINAL","Percentage contribution annual","Class","Beer"
"CPIQ.SE902101PCCP","2026.03",1.2,"FINAL","Percentage contribution quarterly","Class","Beer"
"CPIQ.SE902101PPCA","2026.03",0.021,"FINAL","Percentage points contribution annual","Class","Beer"
"CPIQ.SE902101PPCP","2026.03",0.01,"FINAL","Percentage points contribution quarterly","Class","Beer"
"CPIQ.SE902102","2026.03",1172,"FINAL","Main CPI","Class","Wine"
"CPIQ.SE902102IPCA","2026.03",-0.2,"FINAL","Index point contribution annual","Class","Wine"
"CPIQ.SE902102IPCP","2026.03",0.09,"FINAL","Index point contribution quarterly","Class","Wine"
"CPIQ.SE902102PCCA","2026.03",-0.5,"FINAL","Percentage contribution annual","Class","Wine"
"CPIQ.SE902102PCCP","2026.03",0.7,"FINAL","Percentage contribution quarterly","Class","Wine"
"CPIQ.SE902102PPCA","2026.03",-0.016,"FINAL","Percentage points contribution annual","Class","Wine"
"CPIQ.SE902102PPCP","2026.03",0.007,"FINAL","Percentage points contribution quarterly","Class","Wine"
"CPIQ.SE902103","2026.03",1349,"FINAL","Main CPI","Class","Spirits and liqueurs"
"CPIQ.SE902103IPCA","2026.03",0.13,"FINAL","Index point contribution annual","Class","Spirits and liqueurs"
"CPIQ.SE902103IPCP","2026.03",0.2,"FINAL","Index point contribution quarterly","Class","Spirits and liqueurs"
"CPIQ.SE902103PCCA","2026.03",0.3,"FINAL","Percentage contribution annual","Class","Spirits and liqueurs"
"CPIQ.SE902103PCCP","2026.03",1.6,"FINAL","Percentage contribution quarterly","Class","Spirits and liqueurs"
"CPIQ.SE902103PPCA","2026.03",0.01,"FINAL","Percentage points contribution annual","Class","Spirits and liqueurs"
"CPIQ.SE902103PPCP","2026.03",0.015,"FINAL","Percentage points contribution quarterly","Class","Spirits and liqueurs"
"CPIQ.SE9021IPCA","2026.03",0.19,"FINAL","Index point contribution annual","Subgroup","Alcoholic beverages"
"CPIQ.SE9021IPCP","2026.03",0.43,"FINAL","Index point contribution quarterly","Subgroup","Alcoholic beverages"
"CPIQ.SE9021PCCA","2026.03",0.5,"FINAL","Percentage contribution annual","Subgroup","Alcoholic beverages"
"CPIQ.SE9021PCCP","2026.03",3.5,"FINAL","Percentage contribution quarterly","Subgroup","Alcoholic beverages"
"CPIQ.SE9021PPCA","2026.03",0.015,"FINAL","Percentage points contribution annual","Subgroup","Alcoholic beverages"
"CPIQ.SE9021PPCP","2026.03",0.032,"FINAL","Percentage points contribution quarterly","Subgroup","Alcoholic beverages"
"CPIQ.SE9022","2026.03",1882,"FINAL","Main CPI","Subgroup","Cigarettes and tobacco"
"CPIQ.SE902200","2026.03",1882,"FINAL","Main CPI","Class","Cigarettes and tobacco"
"CPIQ.SE902200IPCA","2026.03",1.4,"FINAL","Index point contribution annual","Class","Cigarettes and tobacco"
"CPIQ.SE902200IPCP","2026.03",0.97,"FINAL","Index point contribution quarterly","Class","Cigarettes and tobacco"
"CPIQ.SE902200PCCA","2026.03",3.5,"FINAL","Percentage contribution annual","Class","Cigarettes and tobacco"
"CPIQ.SE902200PCCP","2026.03",8,"FINAL","Percentage contribution quarterly","Class","Cigarettes and tobacco"
"CPIQ.SE902200PPCA","2026.03",0.107,"FINAL","Percentage points contribution annual","Class","Cigarettes and tobacco"
"CPIQ.SE902200PPCP","2026.03",0.072,"FINAL","Percentage points contribution quarterly","Class","Cigarettes and tobacco"
"CPIQ.SE9022IPCA","2026.03",1.4,"FINAL","Index point contribution annual","Subgroup","Cigarettes and tobacco"
"CPIQ.SE9022IPCP","2026.03",0.97,"FINAL","Index point contribution quarterly","Subgroup","Cigarettes and tobacco"
"CPIQ.SE9022PCCA","2026.03",3.5,"FINAL","Percentage contribution annual","Subgroup","Cigarettes and tobacco"
"CPIQ.SE9022PCCP","2026.03",8,"FINAL","Percentage contribution quarterly","Subgroup","Cigarettes and tobacco"
"CPIQ.SE9022PPCA","2026.03",0.107,"FINAL","Percentage points contribution annual","Subgroup","Cigarettes and tobacco"
"CPIQ.SE9022PPCP","2026.03",0.072,"FINAL","Percentage points contribution quarterly","Subgroup","Cigarettes and tobacco"
"CPIQ.SE902IPCA","2026.03",1.59,"FINAL","Index point contribution annual","Group","Alcoholic beverages and tobacco"
"CPIQ.SE902IPCP","2026.03",1.4,"FINAL","Index point contribution quarterly","Group","Alcoholic beverages and tobacco"
"CPIQ.SE902PCCA","2026.03",3.9,"FINAL","Percentage contribution annual","Group","Alcoholic beverages and tobacco"
"CPIQ.SE902PCCP","2026.03",11.5,"FINAL","Percentage contribution quarterly","Group","Alcoholic beverages and tobacco"
"CPIQ.SE902PPCA","2026.03",0.122,"FINAL","Percentage points contribution annual","Group","Alcoholic beverages and tobacco"
"CPIQ.SE902PPCP","2026.03",0.104,"FINAL","Percentage points contribution quarterly","Group","Alcoholic beverages and tobacco"
"CPIQ.SE903","2026.03",1083,"FINAL","Main CPI","Group","Clothing and footwear"
"CPIQ.SE9031","2026.03",1079,"FINAL","Main CPI","Subgroup","Clothing"
"CPIQ.SE903102","2026.03",1099,"FINAL","Main CPI","Class","Men's clothing"
"CPIQ.SE903102IPCA","2026.03",0.14,"FINAL","Index point contribution annual","Class","Men's clothing"
"CPIQ.SE903102IPCP","2026.03",-0.02,"FINAL","Index point contribution quarterly","Class","Men's clothing"
"CPIQ.SE903102PCCA","2026.03",0.4,"FINAL","Percentage contribution annual","Class","Men's clothing"
"CPIQ.SE903102PCCP","2026.03",-0.2,"FINAL","Percentage contribution quarterly","Class","Men's clothing"
"CPIQ.SE903102PPCA","2026.03",0.011,"FINAL","Percentage points contribution annual","Class","Men's clothing"
"CPIQ.SE903102PPCP","2026.03",-0.002,"FINAL","Percentage points contribution quarterly","Class","Men's clothing"
"CPIQ.SE903103","2026.03",1054,"FINAL","Main CPI","Class","Women's clothing"
"CPIQ.SE903103IPCA","2026.03",0.5,"FINAL","Index point contribution annual","Class","Women's clothing"
"CPIQ.SE903103IPCP","2026.03",-0.16,"FINAL","Index point contribution quarterly","Class","Women's clothing"
"CPIQ.SE903103PCCA","2026.03",1.2,"FINAL","Percentage contribution annual","Class","Women's clothing"
"CPIQ.SE903103PCCP","2026.03",-1.3,"FINAL","Percentage contribution quarterly","Class","Women's clothing"
"CPIQ.SE903103PPCA","2026.03",0.038,"FINAL","Percentage points contribution annual","Class","Women's clothing"
"CPIQ.SE903103PPCP","2026.03",-0.012,"FINAL","Percentage points contribution quarterly","Class","Women's clothing"
"CPIQ.SE903104","2026.03",1105,"FINAL","Main CPI","Class","Children's and infants' clothing"
"CPIQ.SE903104IPCA","2026.03",0.14,"FINAL","Index point contribution annual","Class","Children's and infants' clothing"
"CPIQ.SE903104IPCP","2026.03",0.03,"FINAL","Index point contribution quarterly","Class","Children's and infants' clothing"
"CPIQ.SE903104PCCA","2026.03",0.3,"FINAL","Percentage contribution annual","Class","Children's and infants' clothing"
"CPIQ.SE903104PCCP","2026.03",0.2,"FINAL","Percentage contribution quarterly","Class","Children's and infants' clothing"
"CPIQ.SE903104PPCA","2026.03",0.011,"FINAL","Percentage points contribution annual","Class","Children's and infants' clothing"
"CPIQ.SE903104PPCP","2026.03",0.002,"FINAL","Percentage points contribution quarterly","Class","Children's and infants' clothing"
"CPIQ.SE903105","2026.03",961,"FINAL","Main CPI","Class","Clothing accessories"
"CPIQ.SE903105IPCA","2026.03",-0.05,"FINAL","Index point contribution annual","Class","Clothing accessories"
"CPIQ.SE903105IPCP","2026.03",-0.06,"FINAL","Index point contribution quarterly","Class","Clothing accessories"
"CPIQ.SE903105PCCA","2026.03",-0.1,"FINAL","Percentage contribution annual","Class","Clothing accessories"
"CPIQ.SE903105PCCP","2026.03",-0.5,"FINAL","Percentage contribution quarterly","Class","Clothing accessories"
"CPIQ.SE903105PPCA","2026.03",-0.004,"FINAL","Percentage points contribution annual","Class","Clothing accessories"
"CPIQ.SE903105PPCP","2026.03",-0.005,"FINAL","Percentage points contribution quarterly","Class","Clothing accessories"
"CPIQ.SE903106","2026.03",1262,"FINAL","Main CPI","Class","Knitting and sewing supplies"
"CPIQ.SE903106IPCA","2026.03",0.04,"FINAL","Index point contribution annual","Class","Knitting and sewing supplies"
"CPIQ.SE903106IPCP","2026.03",0.04,"FINAL","Index point contribution quarterly","Class","Knitting and sewing supplies"
"CPIQ.SE903106PCCA","2026.03",0.1,"FINAL","Percentage contribution annual","Class","Knitting and sewing supplies"
"CPIQ.SE903106PCCP","2026.03",0.3,"FINAL","Percentage contribution quarterly","Class","Knitting and sewing supplies"
"CPIQ.SE903106PPCA","2026.03",0.003,"FINAL","Percentage points contribution annual","Class","Knitting and sewing supplies"
"CPIQ.SE903106PPCP","2026.03",0.003,"FINAL","Percentage points contribution quarterly","Class","Knitting and sewing supplies"
"CPIQ.SE903107","2026.03",1400,"FINAL","Main CPI","Class","Clothing services"
"CPIQ.SE903107IPCA","2026.03",0.03,"FINAL","Index point contribution annual","Class","Clothing services"
"CPIQ.SE903107IPCP","2026.03",0.01,"FINAL","Index point contribution quarterly","Class","Clothing services"
"CPIQ.SE903107PCCA","2026.03",0.1,"FINAL","Percentage contribution annual","Class","Clothing services"
"CPIQ.SE903107PCCP","2026.03",0.1,"FINAL","Percentage contribution quarterly","Class","Clothing services"
"CPIQ.SE903107PPCA","2026.03",0.002,"FINAL","Percentage points contribution annual","Class","Clothing services"
"CPIQ.SE903107PPCP","2026.03",0.001,"FINAL","Percentage points contribution quarterly","Class","Clothing services"
"CPIQ.SE9031IPCA","2026.03",0.79,"FINAL","Index point contribution annual","Subgroup","Clothing"
"CPIQ.SE9031IPCP","2026.03",-0.17,"FINAL","Index point contribution quarterly","Subgroup","Clothing"
"CPIQ.SE9031PCCA","2026.03",2,"FINAL","Percentage contribution annual","Subgroup","Clothing"
"CPIQ.SE9031PCCP","2026.03",-1.4,"FINAL","Percentage contribution quarterly","Subgroup","Clothing"
"CPIQ.SE9031PPCA","2026.03",0.061,"FINAL","Percentage points contribution annual","Subgroup","Clothing"
"CPIQ.SE9031PPCP","2026.03",-0.013,"FINAL","Percentage points contribution quarterly","Subgroup","Clothing"
"CPIQ.SE9032","2026.03",1098,"FINAL","Main CPI","Subgroup","Footwear"
"CPIQ.SE903202","2026.03",1115,"FINAL","Main CPI","Class","Men's footwear"
"CPIQ.SE903202IPCA","2026.03",0.03,"FINAL","Index point contribution annual","Class","Men's footwear"
"CPIQ.SE903202IPCP","2026.03",0.04,"FINAL","Index point contribution quarterly","Class","Men's footwear"
"CPIQ.SE903202PCCA","2026.03",0.1,"FINAL","Percentage contribution annual","Class","Men's footwear"
"CPIQ.SE903202PCCP","2026.03",0.3,"FINAL","Percentage contribution quarterly","Class","Men's footwear"
"CPIQ.SE903202PPCA","2026.03",0.002,"FINAL","Percentage points contribution annual","Class","Men's footwear"
"CPIQ.SE903202PPCP","2026.03",0.003,"FINAL","Percentage points contribution quarterly","Class","Men's footwear"
"CPIQ.SE903203","2026.03",1057,"FINAL","Main CPI","Class","Women's footwear"
"CPIQ.SE903203IPCA","2026.03",-0.16,"FINAL","Index point contribution annual","Class","Women's footwear"
"CPIQ.SE903203IPCP","2026.03",0,"FINAL","Index point contribution quarterly","Class","Women's footwear"
"CPIQ.SE903203PCCA","2026.03",-0.4,"FINAL","Percentage contribution annual","Class","Women's footwear"
"CPIQ.SE903203PCCP","2026.03",0,"FINAL","Percentage contribution quarterly","Class","Women's footwear"
"CPIQ.SE903203PPCA","2026.03",-0.012,"FINAL","Percentage points contribution annual","Class","Women's footwear"
"CPIQ.SE903203PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Class","Women's footwear"
"CPIQ.SE903204","2026.03",1135,"FINAL","Main CPI","Class","Children's and infants' footwear"
"CPIQ.SE903204IPCA","2026.03",0.08,"FINAL","Index point contribution annual","Class","Children's and infants' footwear"
"CPIQ.SE903204IPCP","2026.03",0.02,"FINAL","Index point contribution quarterly","Class","Children's and infants' footwear"
"CPIQ.SE903204PCCA","2026.03",0.2,"FINAL","Percentage contribution annual","Class","Children's and infants' footwear"
"CPIQ.SE903204PCCP","2026.03",0.2,"FINAL","Percentage contribution quarterly","Class","Children's and infants' footwear"
"CPIQ.SE903204PPCA","2026.03",0.006,"FINAL","Percentage points contribution annual","Class","Children's and infants' footwear"
"CPIQ.SE903204PPCP","2026.03",0.001,"FINAL","Percentage points contribution quarterly","Class","Children's and infants' footwear"
"CPIQ.SE9032IPCA","2026.03",-0.05,"FINAL","Index point contribution annual","Subgroup","Footwear"
"CPIQ.SE9032IPCP","2026.03",0.06,"FINAL","Index point contribution quarterly","Subgroup","Footwear"
"CPIQ.SE9032PCCA","2026.03",-0.1,"FINAL","Percentage contribution annual","Subgroup","Footwear"
"CPIQ.SE9032PCCP","2026.03",0.5,"FINAL","Percentage contribution quarterly","Subgroup","Footwear"
"CPIQ.SE9032PPCA","2026.03",-0.004,"FINAL","Percentage points contribution annual","Subgroup","Footwear"
"CPIQ.SE9032PPCP","2026.03",0.005,"FINAL","Percentage points contribution quarterly","Subgroup","Footwear"
"CPIQ.SE903IPCA","2026.03",0.74,"FINAL","Index point contribution annual","Group","Clothing and footwear"
"CPIQ.SE903IPCP","2026.03",-0.11,"FINAL","Index point contribution quarterly","Group","Clothing and footwear"
"CPIQ.SE903PCCA","2026.03",1.8,"FINAL","Percentage contribution annual","Group","Clothing and footwear"
"CPIQ.SE903PCCP","2026.03",-0.9,"FINAL","Percentage contribution quarterly","Group","Clothing and footwear"
"CPIQ.SE903PPCA","2026.03",0.057,"FINAL","Percentage points contribution annual","Group","Clothing and footwear"
"CPIQ.SE903PPCP","2026.03",-0.008,"FINAL","Percentage points contribution quarterly","Group","Clothing and footwear"
"CPIQ.SE904","2026.03",1463,"FINAL","Main CPI","Group","Housing and household utilities"
"CPIQ.SE9041","2026.03",1321,"FINAL","Main CPI","Subgroup","Actual rentals for housing"
"CPIQ.SE904101","2026.03",1321,"FINAL","Main CPI","Class","Actual rentals for housing"
"CPIQ.SE904101IPCA","2026.03",1.86,"FINAL","Index point contribution annual","Class","Actual rentals for housing"
"CPIQ.SE904101IPCP","2026.03",0.09,"FINAL","Index point contribution quarterly","Class","Actual rentals for housing"
"CPIQ.SE904101PCCA","2026.03",4.6,"FINAL","Percentage contribution annual","Class","Actual rentals for housing"
"CPIQ.SE904101PCCP","2026.03",0.8,"FINAL","Percentage contribution quarterly","Class","Actual rentals for housing"
"CPIQ.SE904101PPCA","2026.03",0.143,"FINAL","Percentage points contribution annual","Class","Actual rentals for housing"
"CPIQ.SE904101PPCP","2026.03",0.007,"FINAL","Percentage points contribution quarterly","Class","Actual rentals for housing"
"CPIQ.SE9041IPCA","2026.03",1.86,"FINAL","Index point contribution annual","Subgroup","Actual rentals for housing"
"CPIQ.SE9041IPCP","2026.03",0.09,"FINAL","Index point contribution quarterly","Subgroup","Actual rentals for housing"
"CPIQ.SE9041PCCA","2026.03",4.6,"FINAL","Percentage contribution annual","Subgroup","Actual rentals for housing"
"CPIQ.SE9041PCCP","2026.03",0.8,"FINAL","Percentage contribution quarterly","Subgroup","Actual rentals for housing"
"CPIQ.SE9041PPCA","2026.03",0.143,"FINAL","Percentage points contribution annual","Subgroup","Actual rentals for housing"
"CPIQ.SE9041PPCP","2026.03",0.007,"FINAL","Percentage points contribution quarterly","Subgroup","Actual rentals for housing"
"CPIQ.SE9042","2026.03",1591,"FINAL","Main CPI","Subgroup","Home ownership"
"CPIQ.SE904201","2026.03",1591,"FINAL","Main CPI","Class","Purchase of housing"
"CPIQ.SE904201IPCA","2026.03",1.28,"FINAL","Index point contribution annual","Class","Purchase of housing"
"CPIQ.SE904201IPCP","2026.03",0.65,"FINAL","Index point contribution quarterly","Class","Purchase of housing"
"CPIQ.SE904201PCCA","2026.03",3.2,"FINAL","Percentage contribution annual","Class","Purchase of housing"
"CPIQ.SE904201PCCP","2026.03",5.3,"FINAL","Percentage contribution quarterly","Class","Purchase of housing"
"CPIQ.SE904201PPCA","2026.03",0.098,"FINAL","Percentage points contribution annual","Class","Purchase of housing"
"CPIQ.SE904201PPCP","2026.03",0.048,"FINAL","Percentage points contribution quarterly","Class","Purchase of housing"
"CPIQ.SE9042IPCA","2026.03",1.28,"FINAL","Index point contribution annual","Subgroup","Home ownership"
"CPIQ.SE9042IPCP","2026.03",0.65,"FINAL","Index point contribution quarterly","Subgroup","Home ownership"
"CPIQ.SE9042PCCA","2026.03",3.2,"FINAL","Percentage contribution annual","Subgroup","Home ownership"
"CPIQ.SE9042PCCP","2026.03",5.3,"FINAL","Percentage contribution quarterly","Subgroup","Home ownership"
"CPIQ.SE9042PPCA","2026.03",0.098,"FINAL","Percentage points contribution annual","Subgroup","Home ownership"
